Date,Open,High,Low,Close,Adj Close,Volume
2011-09-01,198.199997,209.899994,178.800003,206.699997,127.314606,127204680
2011-10-01,202.000000,225.199997,193.699997,215.899994,132.981232,98372378
2011-11-01,211.000000,214.399994,191.300003,214.000000,131.810959,96661429
2011-12-01,213.500000,220.000000,206.500000,218.899994,134.829056,68813999
2012-01-01,220.399994,229.800003,215.600006,222.699997,137.169601,71231228
2012-02-01,222.800003,241.600006,222.699997,237.800003,146.470322,61057412
2012-03-01,237.699997,253.500000,229.199997,239.399994,147.455795,84584172
2012-04-01,240.100006,241.699997,224.699997,230.899994,142.220337,56453319
2012-05-01,230.899994,239.500000,212.500000,215.800003,132.919662,71798986
2012-06-01,216.600006,247.399994,207.000000,247.399994,158.677399,71896999
2012-07-01,247.199997,253.300003,238.399994,251.699997,161.435364,46331919
2012-08-01,251.699997,257.299988,238.000000,239.600006,153.674637,46029907
2012-09-01,239.000000,249.399994,227.399994,228.199997,146.362946,59078421
2012-10-01,227.399994,237.000000,223.899994,224.500000,143.989807,54672114
2012-11-01,223.399994,226.100006,209.699997,215.899994,138.473938,55609316
2012-12-01,216.500000,227.300003,213.300003,224.500000,143.989807,44402288
2013-01-01,224.500000,236.600006,219.399994,234.199997,150.211182,68024951
2013-02-01,234.600006,237.800003,227.000000,232.100006,148.864319,52698666
2013-03-01,232.100006,240.000000,225.699997,233.000000,149.441559,72146134
2013-04-01,233.000000,235.600006,222.500000,229.300003,147.068436,66386507
2013-05-01,229.300003,239.800003,226.399994,228.000000,152.475571,50414789
2013-06-01,227.899994,232.800003,210.000000,220.399994,147.393051,70776606
2013-07-01,227.699997,244.600006,225.300003,242.800003,162.373108,48076676
2013-08-01,243.800003,247.000000,239.000000,243.500000,162.841232,44924873
2013-09-01,244.600006,285.000000,244.000000,279.100006,186.648834,61742239
2013-10-01,279.000000,282.200012,267.899994,280.000000,187.250702,45393798
2013-11-01,279.700012,280.000000,265.600006,278.000000,185.913193,35573122
2013-12-01,278.000000,299.299988,275.000000,296.200012,198.084534,51490616
2014-01-01,296.200012,300.700012,275.000000,282.399994,188.855713,55821700
2014-02-01,282.500000,293.899994,276.299988,289.200012,193.403214,49103843
2014-03-01,284.899994,294.399994,271.299988,276.000000,184.575684,64524157
2014-04-01,276.500000,281.000000,264.100006,264.799988,177.085648,53894634
2014-05-01,264.799988,284.899994,261.000000,282.799988,195.903091,54677826
2014-06-01,284.899994,298.399994,283.500000,292.000000,202.276184,53866259
2014-07-01,292.100006,295.899994,280.299988,282.899994,195.972351,38431191
2014-08-01,283.000000,298.600006,271.799988,297.299988,205.947617,42322926
2014-09-01,297.200012,315.500000,294.200012,299.500000,207.471634,64159365
2014-10-01,298.299988,298.899994,269.600006,293.700012,203.453842,67010692
2014-11-01,294.399994,320.299988,289.399994,319.399994,221.256851,44158159
2014-12-01,317.399994,329.500000,308.600006,325.600006,225.551804,43204715
2015-01-01,325.600006,343.500000,318.299988,341.000000,236.219757,61654182
2015-02-01,341.700012,366.200012,332.899994,363.799988,252.013962,45184103
2015-03-01,364.500000,368.500000,332.899994,349.500000,242.107971,77850988
2015-04-01,348.100006,359.500000,330.000000,332.299988,230.193039,52050778
2015-05-01,332.299988,344.000000,320.600006,336.200012,239.667938,50382253
2015-06-01,336.500000,344.700012,318.299988,319.200012,227.549057,50801091
2015-07-01,321.000000,343.200012,313.500000,343.200012,244.658051,42789354
2015-08-01,342.500000,362.000000,321.399994,325.799988,232.253983,66207481
2015-09-01,323.299988,326.600006,295.200012,305.700012,217.925308,62173179
2015-10-01,308.100006,336.899994,296.299988,332.299988,236.887695,50451370
2015-11-01,328.899994,339.899994,312.000000,319.500000,227.762955,40850461
2015-12-01,325.000000,328.600006,292.200012,302.100006,215.358917,49501847
2016-01-01,302.100006,302.100006,273.200012,279.399994,199.176758,71283487
2016-02-01,281.000000,289.000000,259.799988,279.100006,198.962891,61969664
2016-03-01,278.799988,294.299988,263.600006,270.700012,192.974747,60712146
2016-04-01,270.000000,305.100006,264.500000,285.500000,203.525253,67158656
2016-05-01,286.399994,289.500000,252.000000,256.000000,182.495499,67405216
2016-06-01,254.899994,258.100006,234.500000,246.500000,182.030197,80664107
2016-07-01,248.500000,265.000000,242.899994,258.500000,190.891724,43910584
2016-08-01,259.700012,279.899994,248.100006,261.000000,192.737869,52184362
2016-09-01,264.899994,270.299988,239.199997,242.000000,178.707169,68836773
2016-10-01,240.000000,262.600006,238.199997,254.100006,187.642517,61367805
2016-11-01,255.199997,272.799988,248.399994,267.899994,197.833237,67778396
2016-12-01,267.500000,276.899994,251.199997,253.399994,187.125565,76152059
2017-01-01,252.800003,255.100006,232.600006,250.000000,184.614838,89591593
2017-02-01,250.000000,251.000000,235.800003,238.600006,176.196411,63407328
2017-03-01,239.399994,246.699997,221.500000,229.000000,169.107178,110360082
2017-04-01,228.199997,228.800003,215.399994,219.399994,162.017944,77527288
2017-05-01,219.399994,229.600006,211.800003,216.500000,159.876450,113355560
2017-06-01,215.600006,219.500000,199.600006,209.899994,158.588593,143389302
2017-07-01,211.000000,221.800003,206.399994,210.500000,159.041946,85119403
2017-08-01,210.800003,227.699997,199.899994,201.000000,151.864258,92344623
2017-09-01,200.000000,222.699997,195.699997,211.000000,159.419708,123056173
2017-10-01,210.000000,223.000000,207.899994,210.199997,158.815262,90943369
2017-11-01,209.600006,210.600006,187.600006,197.100006,148.917633,108363618
2017-12-01,195.600006,203.399994,164.899994,169.300003,131.016205,153950197
2018-01-01,169.300003,172.000000,139.119995,139.339996,107.831055,170802939
2018-02-01,138.619995,146.419998,133.539993,137.419998,106.345238,164915136
2018-03-01,136.960007,138.220001,117.099998,125.180000,96.873070,168682655
2018-04-01,125.180000,150.960007,122.860001,149.820007,115.941223,140837478
2018-05-01,149.820007,154.119995,131.779999,132.880005,102.831871,164593628
2018-06-01,130.919998,145.820007,128.380005,133.500000,106.810112,147594005
2018-07-01,132.500000,144.440002,131.720001,136.800003,109.450363,84835503
2018-08-01,136.520004,136.759995,122.800003,123.220001,98.585350,99469325
2018-09-01,122.800003,167.800003,120.500000,164.240005,131.404465,151671997
2018-10-01,163.000000,173.000000,155.440002,161.740005,129.404282,106529233
2018-11-01,161.580002,170.360001,151.960007,167.639999,134.124710,92754922
2018-12-01,170.000000,170.000000,124.120003,126.019997,103.996979,100781367
2019-01-01,126.019997,141.779999,123.500000,140.600006,116.029030,94010031
2019-02-01,139.020004,145.899994,134.720001,139.779999,115.352310,81737321
2019-03-01,139.000000,163.800003,133.460007,155.000000,127.912514,105876784
2019-04-01,155.000000,168.600006,151.660004,165.580002,136.643570,72298149
2019-05-01,165.580002,171.240005,141.500000,142.000000,117.184349,82856365
2019-06-01,141.600006,170.339996,140.059998,165.360001,140.601303,78934687
2019-07-01,167.660004,171.940002,164.199997,168.660004,143.407242,54151862
2019-08-01,168.119995,191.100006,161.860001,187.979996,159.834518,75665515
2019-09-01,187.820007,194.860001,180.399994,190.839996,162.266296,62315482
2019-10-01,191.000000,208.800003,182.919998,201.750000,171.542786,86158349
2019-11-01,201.750000,203.000000,178.500000,184.839996,157.164642,68718874
2019-12-01,184.660004,195.559998,182.199997,190.479996,166.121399,58482450
2020-01-01,190.479996,214.350006,181.899994,211.649994,184.584183,81338767
2020-02-01,211.600006,212.649994,171.600006,173.360001,151.190689,83194468
2020-03-01,176.080002,179.919998,98.129997,128.000000,111.631348,186453141
2020-04-01,125.000000,142.850006,112.699997,136.199997,118.782722,125076531
2020-05-01,136.199997,146.399994,117.650002,142.149994,123.971840,105866750
2020-06-01,145.199997,168.399994,132.399994,135.000000,117.736176,132184586
2020-07-01,134.550003,145.449997,132.250000,135.850006,118.477493,104883748
2020-08-01,136.800003,151.550003,134.300003,137.899994,120.265327,89790254
2020-09-01,138.000000,165.500000,134.250000,154.750000,134.960541,125992877
2020-10-01,160.149994,167.550003,138.750000,144.600006,126.108521,92195853
2020-11-01,144.699997,188.899994,140.800003,181.600006,158.376984,102171315
2020-12-01,182.000000,189.399994,167.000000,172.000000,150.004623,66713933
2021-01-01,172.000000,194.350006,168.300003,179.000000,156.109451,69851502
2021-02-01,179.500000,204.899994,176.199997,199.000000,173.551834,59129737
2021-03-01,200.000000,229.500000,195.350006,196.750000,171.589584,85765070
2021-04-01,196.759995,213.600006,194.539993,208.800003,182.098648,56090562
2021-05-01,209.250000,218.100006,202.000000,211.850006,184.758591,56686821
2021-06-01,213.050003,215.500000,196.759995,203.000000,177.040329,52937931
2021-07-01,199.779999,206.149994,179.919998,180.119995,157.086212,76886648
2021-08-01,181.440002,183.779999,170.539993,172.960007,150.841858,51612786
2021-09-01,174.979996,190.899994,168.000000,178.360001,155.551315,92994635
2021-10-01,176.460007,182.220001,160.500000,161.020004,140.428741,90656096
2021-11-01,161.699997,173.699997,157.899994,160.000000,145.178360,101191292
2021-12-01,162.699997,179.360001,159.600006,178.080002,161.583527,81508380
2022-01-01,178.339996,191.860001,165.779999,183.339996,166.356232,72187297
2022-02-01,184.740005,185.619995,154.020004,160.460007,145.595734,79654890
2022-03-01,158.619995,162.220001,125.879997,126.180000,114.491280,164181164
2022-04-01,126.739998,133.800003,122.699997,125.180000,113.583916,88373004
2022-05-01,124.180000,136.380005,110.099998,134.619995,122.149437,119182293
2022-06-01,135.460007,142.699997,119.720001,122.160004,113.843941,101733188
2022-07-01,121.379997,136.020004,121.120003,129.320007,120.516533,72308273
2022-08-01,129.580002,136.199997,107.739998,111.059998,103.499573,83115180
2022-09-01,110.239998,117.660004,98.199997,103.459999,96.416946,112193191
2022-10-01,102.199997,117.860001,102.000000,111.199997,103.630035,94932300
2022-11-01,112.099998,125.580002,110.059998,116.660004,108.718361,77421810
2022-12-01,118.099998,121.360001,108.879997,112.239998,107.555046,82043506
2023-01-01,113.580002,132.179993,112.779999,128.119995,122.772209,73836706
2023-02-01,128.119995,138.179993,123.779999,132.039993,126.528587,64522869
2023-03-01,132.039993,149.500000,119.919998,147.820007,141.649918,96004473
2023-04-01,149.000000,157.300003,145.520004,149.880005,143.623947,58330621
2023-05-01,149.880005,150.539993,135.240005,135.440002,129.786667,53534862
2023-06-01,136.839996,189.580002,136.839996,185.179993,181.478668,78981094
2023-07-01,185.699997,187.580002,173.460007,176.800003,173.266174,39472777
2023-08-01,176.639999,176.639999,156.740005,167.479996,164.132462,47224451
2023-09-01,166.500000,176.580002,150.800003,155.460007,152.352722,72340920
2023-10-01,155.399994,158.940002,144.160004,149.300003,146.315842,60776262
2023-11-01,150.320007,175.679993,150.139999,167.899994,164.544052,65993901
2023-12-01,168.479996,182.639999,168.479996,176.619995,176.619995,53297635
2024-01-01,176.619995,178.839996,143.960007,147.479996,147.479996,82416369
2024-02-01,146.020004,147.000000,137.839996,141.199997,141.199997,71957400
2024-02-23,140.179993,141.240005,139.300003,141.199997,141.199997,2205318
