Product Type,Product Name,Price,Material,Link,Informations
Sweatshirt,Sweat oversize,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213774002.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0889828042.html,"['Teinture\nIndonésie', 'Fabrication\nBangladesh\nIndonésie']"
Sweatshirt,Veste oversize zippée avec capuche,"19,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1222217002.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat à capuche,"19,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0456163176.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Hoodie en coton,"69,99 €","[' Coton', ' Coton biologique']",https://www2.hm.com/fr_fr/productpage.1219915001.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat oversize à volants,"19,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1210636002.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1193900001.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh\nIndonésie']"
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1225223003.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste de sport réversible Relaxed Fit,"79,99 €","[' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1102936001.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat court,"29,99 €","[' Coton', ' Coton biologique', ' Polyester', ' Polyester recyclé', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1216925003.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie oversize avec motif imprimé,"35,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1186488011.html,['Pays de fabrication\nChine']
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Polystyrène', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1193900020.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste oversize imprimée avec capuche et zip,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198280008.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat à capuche,"19,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.0456163143.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat oversize,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1175352007.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat décoré de perles fantaisie,"37,99 €","[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1206842001.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Polyester', ' Viscose']",https://www2.hm.com/fr_fr/productpage.0889828069.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste oversize zippée avec capuche,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207453003.html,"['Teinture\nIndonésie', 'Fabrication\nIndonésie']"
Sweatshirt,Hoodie oversize à l'aspect délavé,"39,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1194882003.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat oversize,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0994088019.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat oversize,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213774005.html,[]
Sweatshirt,Hoodie oversize avec motif,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1172874001.html,['Pays de fabrication\nChine']
Sweatshirt,Veste à capuche zippée,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1213772004.html,"['Teinture\nChine', 'Fabrication\nIndonésie']"
Sweatshirt,Sweat oversize,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207462001.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1187900001.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat à encolure ronde,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1091010045.html,"['Teinture\nVietnam', 'Fabrication\nCambodge']"
Sweatshirt,Veste oversize zippée avec capuche,"19,99 €","[' Coton', ' Polyester', ' Polyester recyclé', ' Viscose', ' Viscose LENZING™ ECOVERO™']",https://www2.hm.com/fr_fr/productpage.1222217003.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat oversize imprimé,"29,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1127637005.html,['Pays de fabrication\nChine']
Sweatshirt,Veste à capuche zippée,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213772002.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1172984018.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat oversize imprimé,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198282005.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat avec motif,"19,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1163095005.html,['Pays de fabrication\nChine']
Sweatshirt,Veste oversize zippée avec capuche,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1139538001.html,['Pays de fabrication\nBangladesh\nIndonésie\nTurquie']
Sweatshirt,Sweat imprimé,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1203066005.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat oversize à col zippé,"25,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1209227003.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat,"19,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1128985005.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat à col zippé,"24,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1031924001.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1193900013.html,"['Teinture\nChine', 'Fabrication\nBangladesh\nIndonésie']"
Sweatshirt,Hoodie,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1187900006.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1011828071.html,['Pays de fabrication\nBirmanie']
Sweatshirt,Veste à capuche zippée,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1213772001.html,"['Teinture\nChine', 'Fabrication\nIndonésie']"
Sweatshirt,Hoodie oversize avec motif,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207349007.html,['Pays de fabrication\nChine']
Sweatshirt,Hoodie zippé,"19,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.0984902044.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1187900005.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat court,"29,99 €","[' Coton', ' Coton biologique', ' Polyester', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1216925004.html,"['Pays d’origine du matériau\nBangladesh', 'Pays de fabrication\nBangladesh']"
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198281003.html,['Pays de fabrication\nCambodge']
Sweatshirt,Veste oversize imprimée avec capuche et zip,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198280013.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie de sport DryMove™ avec passepoils,"52,99 €","[' Coton', ' Coton biologique', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1178225003.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat à capuche avec motif,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1091235039.html,['Pays de fabrication\nBangladesh']
